KO	Description
K22803	SMC5; structural maintenance of chromosomes protein 5
K22804	SMC6; structural maintenance of chromosomes protein 6
K22805	FAM84A, NSE1; protein FAM84A
K22806	SPIDR; DNA repair-scaffolding protein
K22807	WRNexo; werner syndrome-like exonuclease [EC:3.1.11.-]
K22808	KANK; KN motif and ankyrin repeat domain-containing protein
K22809	IPUT1; inositol phosphorylceramide glucuronosyltransferase 1 [EC:2.4.1.-]
K22810	FAM84B; protein FAM84B
K22811	CYP705A5; thalian-diol desaturase
K22812	CYP708A2; thalianol hydroxylase
K22813	E4.1.1.110; bisphosphomevalonate decarboxylase [EC:4.1.1.110]
K22814	Octalpha; octopamine receptor alpha
K22815	Oct-TyrR; octopamine/tyramine receptor
K22816	CNPY3_4; protein canopy 3/4
K22817	NSMCE1, NSE1; non-structural maintenance of chromosomes element 1 [EC:2.3.2.27]
K22818	fadE26; 3-oxocholest-4-en-26-oyl-CoA dehydrogenase alpha subunit [EC:1.3.99.-]
K22819	fadE27; 3-oxocholest-4-en-26-oyl-CoA dehydrogenase beta subunit [EC:1.3.99.-]
K22820	fadE34; 3-oxochol-4-en-24-oyl-CoA dehydrogenase [EC:1.3.99.-]
K22821	fadE28; 3-oxo-4-pregnene-20-carboxyl-CoA dehydrogenase alpha subunit [EC:1.3.99.-]
K22822	fadE29; 3-oxo-4-pregnene-20-carboxyl-CoA dehydrogenase beta subunit [EC:1.3.99.-]
K22823	NSMCE3, NSE3; non-structural maintenance of chromosomes element 3
K22824	WTAP; pre-mRNA-splicing regulator WTAP
K22825	NSMCE4, NSE4; non-structural maintenance of chromosomes element 4
K22826	EID3, NSMCE4B; EP300-interacting inhibitor of differentiation 3
K22827	MICU1; calcium uptake protein 1, mitochondrial
K22828	MICU2; calcium uptake protein 2, mitochondrial
K22829	MCUB; calcium uniporter regulatory subunit MCUb, mitochondrial
K22830	SMDT1, EMRE; essential MCU regulator, mitochondrial
K22831	LOA1; 1-acylglycerol-3-phosphate O-acyltransferase [EC:2.3.1.51]
K22832	GAS1; 1,3-beta-glucanosyltransferase GAS1 [EC:2.4.1.-]
K22833	GAS2; 1,3-beta-glucanosyltransferase GAS2 [EC:2.4.1.-]
K22834	GAS3; 1,3-beta-glucanosyltransferase GAS3 [EC:2.4.1.-]
K22835	GAS4; 1,3-beta-glucanosyltransferase GAS4 [EC:2.4.1.-]
K22836	GAS5; 1,3-beta-glucanosyltransferase GAS5 [EC:2.4.1.-]
K22837	ubaA; SAMP-activating enzyme [EC:2.7.7.100]
K22838	phlA; 2-acetylphloroglucinol acetyltransferase [EC:2.3.1.272]
K22839	phlC; 2-acetylphloroglucinol acetyltransferase [EC:2.3.1.272]
K22840	phlB; 2-acetylphloroglucinol acetyltransferase [EC:2.3.1.272]
K22841	famD2; 3-geranyl-3-[(Z)-2-isocyanoethenyl]indole synthase [EC:2.5.1.146]
K22842	MRP; L-glutamate-5-semialdehyde N-acetyltransferase [EC:2.3.1.271]
K22843	ETFBKMT, METTL20; ETFB lysine methyltransferase [EC:2.1.1.-]
K22844	aglG; glucosyl-dolichyl phosphate glucuronosyltransferase [EC:2.4.1.356]
K22845	PGT1; phlorizin synthase [EC:2.4.1.357]
K22846	CS26; S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent) [EC:2.5.1.144]
K22847	cysK2; S-sulfo-L-cysteine synthase (3-phospho-L-serine-dependent) [EC:2.8.5.1]
K22848	DGAT2; diacylglycerol O-acyltransferase 2, plant [EC:2.3.1.20]
K22849	DGAT3; diacylglycerol O-acyltransferase 3, plant [EC:2.3.1.20]
K22850	cfaA; CFA/I fimbrial subunit A
K22851	cfaB; CFA/I fimbrial subunit B
K22852	cfaC; CFA/I fimbrial subunit C
K22853	cfaE; CFA/I fimbrial subunit E
K22854	cfaD; CFA/I fimbrial subunit D
K22855	EEF1AKMT1, EFM5; EEF1A lysine methyltransferase 1 [EC:2.1.1.-]
K22856	EEF1AKMT2, EFM4, METTL10; EEF1A lysine methyltransferase 2 [EC:2.1.1.-]
K22857	EEF1AKMT4; EEF1A lysine methyltransferase 4 [EC:2.1.1.-]
K22858	JBTS26; protein JBTS26
K22859	JBTS17, CPLANE1; protein JBTS17
K22860	RSG1, CPLANE2; REM2 and Rab-like small GTPase 1
K22861	FUZ, CPLANE3; protein fuzzy
K22862	INTU, CPLANE4, PDZD6; protein inturned
K22863	WDPCP, CPLANE5; WD repeat-containing and planar cell polarity effector protein
K22864	ARMC9; LisH domain-containing protein ARMC9
K22865	TALPID3, JBTS23; protein TALPID3
K22866	TCTEX1D2; tctex1 domain-containing protein 2
K22867	TMEM138; transmembrane protein 138
K22868	WDR34; WD repeat-containing protein 34
K22869	WDR60; WD repeat-containing protein 60
K22870	ZNF423; zinc finger protein 423
K22871	tzs; adenylate dimethylallyltransferase [EC:2.5.1.27]
K22872	ASTC-R; allatostatin C receptor
K22873	TRE1; protein trapped in endoderm-1
K22874	pvcB; L-tyrosine isonitrile desaturase/decarboxylase [EC:1.14.20.9 1.14.20.10]
K22875	rtxC; dihydrorhizobitoxine desaturase [EC:1.14.19.61]
K22876	ambI3; 3-[(Z)-2-isocyanoethenyl]-1H-indole synthase [EC:1.14.20.11]
K22877	isnB; 3-[(E)-2-isocyanoethenyl]-1H-indole synthase [EC:1.14.20.12]
K22878	DAF9; cytochrome P450 daf-9 [EC:1.14.15.15]
K22879	hpyO; FAD-dependent urate hydroxylase [EC:1.14.13.113]
K22880	CYP3201B1; phenylacetonitrile alpha-monooxygenase [EC:1.14.14.77]
K22881	phaE; polyhydroxyalkanoate synthase subunit PhaE
K22882	K22882; thymidylate synthase [EC:2.1.1.-]
K22883	NATA1; L-ornithine N5-acetyltransferase [EC:2.3.1.-]
K22884	SIDL; N5-hydroxyornithine acetyltransferase [EC:2.3.1.-]
K22885	K22885; dTDP-4-amino-4,6-dideoxyglucose formyltransferase [EC:2.3.1.-]
K22886	K22886; protein lysine acetyltransferase [EC:2.3.1.-]
K22887	CYP52M1; long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]
K22888	HISAT; histidine N-acetyltransferase [EC:2.3.1.33]
K22889	AYT1, TRI101; trichothecene 3-O-acetyltransferase [EC:2.3.1.-]
K22890	vpu; HIV-1 protein Vpu
K22891	nef; HIV-1 protein Nef
K22892	vif; HIV-1 virion infectivity factor
K22893	pknH; serine/threonine kinase PknH [EC:2.7.11.1]
K22894	embR; SARP family transcriptional regulator, regulator of embCAB operon
K22895	cruH; renierapurpurin 18,18'-hydroxylase
K22896	vnfD; vanadium-dependent nitrogenase alpha chain [EC:1.18.6.2]
K22897	vnfK; vanadium-dependent nitrogenase beta chain [EC:1.18.6.2]
K22898	vnfG; vanadium nitrogenase delta subunit [EC:1.18.6.2]
K22899	vnfH; vanadium nitrogenase iron protein
K22900	TRMO, trmO; tRNA (adenine37-N6)-methyltransferase [EC:2.1.1.-]
K22901	trm4; tRNA (cytosine40_48-C5)-methyltransferase [EC:2.1.1.-]
K22902	K22902; D-galactosaminyltransferase
K22903	vnfE; nitrogenase vanadium-cofactor synthesis protein VnfE
K22904	PLPP6; presqualene diphosphate phosphatase [EC:3.1.3.-]
K22905	stf3; omega-hydroxy-beta-dihydromenaquinone-9 sulfotransferase [EC:2.8.2.-]
K22906	phy; phloretin hydrolase [EC:3.7.1.4]
K22907	ppgS; polyprenyl-phospho-N-acetylgalactosaminyl synthase
K22908	mggS; mannosylglucosylglycerate synthase [EC:2.4.1.-]
K22909	ZC3H13; zinc finger CCCH domain-containing protein 13
K22910	VIRMA; protein virilizer
K22911	TH2; thiamine phosphate phosphatase / amino-HMP aminohydrolase [EC:3.1.3.100 3.5.99.-]
K22912	PYRP2; 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]
K22913	FIG4; phosphatidylinositol 3,5-bisphosphate 5-phosphatase [EC:3.1.3.-]
K22914	tviA; Vi polysaccharide biosynthesis protein TviA
K22915	tviD; Vi polysaccharide biosynthesis protein TviD
K22916	tviE, vipC; Vi polysaccharide biosynthesis protein TviE
K22917	vexE; Vi polysaccharide export protein VexE
K22918	ttsA; typhoid toxin secretion A
K22919	DopEcR; dopamine/ecdysteroid receptor
K22920	UGP3; UTP---glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
K22921	vexB; Vi polysaccharide transport system permease protein
K22922	vexD; Vi polysaccharide transport system permease protein
K22923	vexC; Vi polysaccharide transport system ATP-binding protein [EC:7.6.2.12]
K22924	vexA, tviF; Vi polysaccharide export protein VexA
K22925	tviC, vipB; UDP-N-acetylglucosaminuronic acid 4-epimerase [EC:5.1.3.-]
K22926	tviB, vipA; UDP-N-acetylglucosamine 6-dehydrogenase [EC:1.1.1.136]
K22927	gdpP; cyclic-di-AMP phosphodiesterase [EC:3.1.4.59]
K22928	DNPH1; 2'-deoxynucleoside 5'-phosphate N-hydrolase [EC:3.2.2.-]
K22929	E4.2.3.192; labda-7,13(16),14-triene synthase [EC:4.2.3.192]
K22930	cldD; (12E)-labda-8(17),12,14-triene synthase [EC:4.2.3.193]
K22931	E5.5.1.29; (+)-kolavenyl diphosphate synthase [EC:5.5.1.29]
K22932	CYP81E9; isoflavone 3'-hydroxylase [EC:1.14.14.88]
K22933	lplD; galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]
K22934	E3.2.1.28; alpha,alpha-trehalase [EC:3.2.1.28]
K22935	XK1, psk; D-ribulokinase [EC:2.7.1.47]
K22936	CNPY1_2; protein canopy 1/2
K22937	LYST; lysosomal-trafficking regulator
K22938	SDCCAG3, ENTR1; serologically defined colon cancer antigen 3
K22939	IER3IP1, YOS1; immediate early response 3-interacting protein 1
K22940	YIPF1_2; protein YIPF1/2
K22941	YIPF3, KLIP1; protein YIPF3
K22942	YIPF4; protein YIPF4
K22943	YIPF6; protein YIPF6
K22944	cyaA; bifunctional hemolysin/adenylate cyclase [EC:4.6.1.1]
K22945	TPS2; nezukol synthase [EC:4.2.3.183]
K22946	CPS4; ent-8alpha-hydroxylabd-13-en-15-yl diphosphate synthase [EC:4.2.1.173]
K22947	KSL2; ent-13-epi-manoyl oxide synthase [EC:4.2.3.186]
K22948	E5.5.1.28; (-)-kolavenyl diphosphate synthase [EC:5.5.1.28]
K22949	RIBF; FAD synthetase [EC:2.7.7.2]
K22950	UGT71K3; acylphloroglucinol glucosyltransferase [EC:2.4.1.358]
K22951	gag; HIV-1 gag polyprotein
K22952	pvcA; L-tyrosine isonitrile synthase [EC:4.1.99.24]
K22953	ambI1; L-tryptophan isonitrile synthase [EC:4.1.99.25]
K22954	luxI; acyl homoserine lactone synthase [EC:2.3.1.184]
K22955	traI, avsI; acyl homoserine lactone synthase [EC:2.3.1.184]
K22956	expI, esaI; acyl homoserine lactone synthase [EC:2.3.1.184]
K22957	cviI; acyl homoserine lactone synthase [EC:2.3.1.184]
K22958	lpdC; gallate decarboxylase subunit C [EC:4.1.1.59]
K22959	lpdB; gallate decarboxylase subunit B
K22960	lpdD; gallate decarboxylase subunit D
K22961	GPR179; G protein-coupled receptor 179
K22962	NP7; nitrite dismutase [EC:1.7.6.1]
K22963	lis; linalool isomerase [EC:5.4.4.8]
K22964	LCC; pre-alpha-onocerin synthase [EC:5.4.99.65]
K22965	LCD; alpha-onocerin synthase [EC:5.4.99.66]
K22966	HINT4; sulfate adenylyltransferase (ADP) / adenylylsulfatase [EC:2.7.7.5 3.6.2.1]
K22967	TPS3; (-)-drimenol synthase [EC:4.2.3.194]
K22968	sinI, avsI; acyl homoserine lactone synthase [EC:2.3.1.184]
K22969	gdh; glucose 1-dehydrogenase [EC:1.1.1.47]
K22970	DHRS11; 17beta-estradiol 17-dehydrogenase / 3beta-hydroxysteroid 3-dehydrogenase [EC:1.1.1.62 1.1.1.270]
K22971	K22971; hapalindole H/12-epi-hapalindole U/12-epi-fischerindole U synthase [EC:5.5.1.31 5.5.1.32 5.5.1.33]
K22972	BPLF1; EBV large tegment protein deneddylase [EC:3.4.19.12]
K22973	BARF1; EBV secreted protein BARF1
K22974	BNLF2A; EBV protein BNLF2a
K22975	BILF1; EBV G-protein coupled receptor BILF1
K22976	atxA; anthrax toxin expression trans-acting positive regulator
K22977	acpA; capsule synthesis positive regulator AcpA
K22978	STC3; (+)-eremophilene synthase [EC:4.2.3.164]
K22979	geoA; (+)-eremophilene synthase [EC:4.2.3.164]
K22980	acpB; capsule synthesis positive regulator AcpB
K22981	capE; gamma-polyglutamate biosynthesis protein CapE
K22982	K22982; hydroxypyruvate reductase [EC:1.1.1.81]
K22983	CYP76A; cytochrome P450 family 76 subfamily A
K22984	OR; odorant receptor
K22985	GPR107; G protein-coupled receptor 107
K22986	GPR108; G protein-coupled receptor 108
K22987	GCR1, CRLA; cAMP receptor-like G-protein coupled receptor
K22988	TPRA1, GPR175; transmembrane protein adipocyte-associated 1
K22989	GPR137; integral membrane protein GPR137
K22990	TOR1; torsin-1
K22991	WDR45, WIPI4, WIPI3; WD repeat-containing protein 45
K22992	CYP628; cytochrome P450 family 628
K22993	K22993; bifunctional Delta-12/omega-3 fatty acid desaturase [EC:1.14.19.6 1.14.19.-]
K22994	pelX; pectate disaccharide-lyase [EC:4.2.2.9]
K22995	CYP81Q; (+)-piperitol/(+)-sesamin synthase [EC:1.14.19.74]
K22996	ambO5, welO5; hapalindole-type alkaloid chlorinase [EC:1.14.20.14]
K22997	cotB3; cyclooctat-9-en-7-ol 5-monooxygenase [EC:1.14.99.61]
K22998	cotB4; cyclooctatin synthase [EC:1.14.99.62]
K22999	TOR2A; torsin-2A
K23000	TOR3A, ADIR; torsin-3A
K23001	TOR1AIP; torsin-1A-interacting protein
K23002	RPAP3; RNA polymerase II-associated protein 3
K23003	lgaA; L-galactose dehydrogenase [EC:1.1.1.-]
K23004	lgaB; L-galactono-1,5-lactonase [EC:3.1.1.-]
K23005	lgaC; L-galactonate 5-dehydrogenase [EC:1.1.1.414]
K23006	FAD3; omega-3 fatty acid desaturase (Delta-15 desaturase) [EC:1.14.19.-]
K23007	lgoD; L-galactonate 5-dehydrogenase [EC:1.1.1.414]
K23008	USPL1; SUMO-specific isopeptidase USPL1 [EC:3.4.22.-]
K23009	CPO; carboxypeptidase O [EC:3.4.17.-]
K23010	OMA1; metalloendopeptidase OMA1, mitochondrial [EC:3.4.24.-]
K23011	PRSS57, NSP4; serine protease 57 [EC:3.4.21.-]
K23012	TYSND1; peroxisomal leader peptide-processing protease [EC:3.4.21.-]
K23013	DPP6; dipeptidyl aminopeptidase-like protein 6
K23014	DPP10; inactive dipeptidyl peptidase 10
K23015	lgoR; GntR family transcriptional regulator, transcriptional activator for L-galactonate catabolism
K23016	lgoT; MFS transporter, ACS family, L-galactonate transporter
K23017	gag; HTLV-1 gag polyprotein
K23018	rex; HTLV-1 rex polyprotein
K23019	mabB; 5-aminosalicylate 1,2-dioxygenase [EC:1.13.11.86]
K23020	camE36; 3,6-diketocamphane 1,6-monooxygenase [EC:1.14.14.155]
K23021	TPS6; (2S,3R,6S,9S)-(-)-protoillud-7-ene synthase [EC:4.2.3.160]
K23022	TPS2; (3S)-(+)-asterisca-2(9),6-diene synthase [EC:4.2.3.161]
K23023	K23023; (+)-corvol ether B/A synthase [EC:4.2.3.163 4.2.3.171]
K23024	E4.2.3.166; (+)-(1E,4E,6S,7R)-germacra-1(10),4-dien-6-ol synthase [EC:4.2.3.166]
K23025	AVP; H+-translocating diphosphatase [EC:7.1.3.1]
K23026	LIMA1, EPLIN; LIM domain and actin-binding protein 1
K23027	MYOC; myocilin
K23028	SPECC1; cytospin
K23029	EFHC1; EF-hand domain-containing protein 1
K23030	E4.2.3.170; 4-epi-cubebol synthase [EC:4.2.3.170]
K23031	E4.2.3.175; 10-epi-cubebol synthase [EC:4.2.3.175]
K23032	E4.2.3.176; sesterfisherol synthase [EC:4.2.3.176]
K23033	TENT5A_B, FAM46A_B; terminal nucleotidyltransferase 5A/B [EC:2.7.7.-]
K23034	TENT5C, FAM46C; terminal nucleotidyltransferase 5C [EC:2.7.7.19]
K23035	TENT5D, FAM46D; terminal nucleotidyltransferase 5D [EC:2.7.7.19]
K23036	desC2; sn-2 palmitoyl-lipid 9-desaturase [EC:1.14.19.27]
K23037	CRTS, ASY; beta-carotene 4-ketolase/3-hydroxylase [EC:1.14.99.63 1.14.15.24 1.14.99.-]
K23038	ZC3H14; zinc finger CCCH domain-containing protein 14
K23039	NAB2; nuclear polyadenylated RNA-binding protein NAB2
K23040	METTL22; methyltransferase-like protein 22 [EC:2.1.1.-]
K23041	DEAF1; deformed epidermal autoregulatory factor 1
K23042	CPS1; peregrinol diphosphate synthase [EC:4.2.1.174]
K23043	E4.2.3.157; (+)-isoafricanol synthase [EC:4.2.3.157]
K23044	sds; selina-4(15),7(11)-diene synthase [EC:4.2.3.181]
K23045	E4.2.3.182; pristinol synthase [EC:4.2.3.182]
K23046	hcs; (2Z,6E)-hedycaryol synthase [EC:4.2.3.187]
K23047	UNKL; E3 ubiquitin-protein ligase UNKL [EC:2.3.2.27]
K23048	UNK; RING finger protein unkempt
K23049	HECA, HDC; headcase protein
K23050	PCBER1; phenylcoumaran benzylic ether reductase [EC:1.3.1.-]
K23051	ndhT; NAD(P)H-quinone oxidoreductase subunit T, chloroplastic [EC:7.1.1.-]
K23052	ndhU; NAD(P)H-quinone oxidoreductase subunit U, chloroplastic [EC:7.1.1.-]
K23053	SOMT-2; flavonoid 4'-O-methyltransferase [EC:2.1.1.231]
K23054	desC; sn-1 stearoyl-lipid 9-desaturase [EC:1.14.19.28]
K23055	K23055; putative lysine/arginine/ornithine/histidine/octopine transport system substrate-binding protein
K23056	K23056; putative lysine/arginine/ornithine/histidine/octopine transport system permease protein
K23057	K23057; putative lysine/arginine/ornithine/histidine/octopine transport system permease protein
K23058	K23058; putative lysine/arginine/ornithine/histidine/octopine transport system ATP-binding protein [EC:7.4.2.1]
K23059	artP, artI; arginine/lysine/histidine transporter system substrate-binding protein
K23060	artR, artM; arginine/lysine/histidine transport system ATP-binding protein [EC:7.4.2.1]
K23061	lhpP; hydroxyproline transporter system substrate-binding protein
K23062	lhpM; hydroxyproline transport system permease protein
K23063	lhpN; hydroxyproline transport system permease protein
K23064	lhpO; hydroxyproline transport system ATP-binding protein [EC:7.4.2.1]
K23065	SWNN; swainsonine biosynthesis oxidoreductase SwnN [EC:1.3.1.-]
K23066	SWNH1_2; swainsonine biosynthesis dioxygenase SwnH1/2 [EC:1.14.11.-]
K23067	waaX; beta-1,4-galactosyltransferase
K23068	p30II; HTLV-1 accessory protein p30II
K23069	p12I; HTLV-1 accessory protein p12I
K23070	p13; HTLV-1 accessory protein p13
K23071	HBZ; HTLV-1 basic zipper factor
K23074	LMP2B; EBV latent membrane protein 2B
K23075	garA; glutathione amide-dependent peroxidase [EC:1.11.1.17]
K23076	garB; glutathione amide reductase [EC:1.8.1.16]
K23077	dsrC; dissimilatory sulfite reductase related protein
K23078	mqnK, menK; menaquinone C8-methyltransferase [EC:2.1.1.350]
K23079	E2.4.1.359; glucosylglycerol phosphorylase (configuration-retaining) [EC:2.4.1.359]
K23080	CASTOR1; cytosolic arginine sensor for mTORC1 subunit 1
K23081	CASTOR2; cytosolic arginine sensor for mTORC1 subunit 2
K23082	kdoH1; 3-deoxy-D-manno-octulosonic acid-hydrolase [EC:3.2.1.144]
K23083	kdoH2; 3-deoxy-D-manno-octulosonic acid-hydrolase
K23086	ggH; glucosylglycerate hydrolase [EC:3.2.1.208]
K23087	TFPI2; tissue factor pathway inhibitor 2
K23088	STRA6; vitamin A receptor/transporter (stra6) family protein
K23089	CCN5, WISP2; CCN family member 5
K23090	CCN6, WISP3; CCN family member 6
K23091	KREMEN; kremen protein
K23092	MAB21L1; putative nucleotidyltransferase [EC:2.7.7.-]
K23093	USB1; U6 snRNA phosphodiesterase [EC:3.1.4.-]
K23094	ABC4, menA; 2-carboxy-1,4-naphthoquinone phytyltransferase [EC:2.5.1.130]
K23095	MENG, menG; demethylphylloquinol methyltransferase [EC:2.1.1.329]
K23096	RGMA; repulsive guidance molecule A
K23097	RSPO2; R-spondin 2
K23098	RSPO3; R-spondin 3
K23099	RSPO4; R-spondin 4
K23100	HJV, RGMC; hemojuvelin
K23102	wbgM, wekW, wclR; alpha-1,3-galactosyltransferase [EC:2.4.1.- 2.4.1.343]
K23105	wbdL; colitosyltransferase WbdL [EC:2.4.1.-]
K23106	HAMP; hepcidin
K23107	yajO; 1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]
K23108	BZO1; benzoate---CoA ligase [EC:6.2.1.25]
K23109	fldH; aromatic 2-oxoacid reductase [EC:1.1.1.110]
K23110	fldB; (R)-3-(aryl)lactoyl-CoA dehydratase alpha subunit [EC:4.2.1.175]
K23111	fldC; (R)-3-(aryl)lactoyl-CoA dehydratase beta subunit [EC:4.2.1.175]
K23112	BRAT1; BRCA1-associated ATM activator 1
K23113	SMCHD1; structural maintenance of chromosomes flexible hinge domain-containing protein 1
K23114	ARMT1; protein-glutamate O-methyltransferase [EC:2.1.1.-]
K23115	TTI2; TELO2-interacting protein 2
K23116	HEPACAM; hepatocyte cell adhesion molecule
K23117	lcp; endo-cleaving rubber dioxygenase [EC:1.13.11.87]
K23118	roxB; endo-cleaving rubber dioxygenase [EC:1.13.11.87]
K23119	ADS2; very-long-chain acyl-lipid omega-9 desaturase [EC:1.14.19.75]
K23120	cntL; histidine 2-aminobutanoyltransferase [EC:2.5.1.152 2.5.1.-]
K23121	pflD; trans-4-hydroxy-L-proline dehydratase [EC:4.2.1.172]
K23122	cntM; staphylopine/pseudopaline/yersinopine synthase [EC:1.5.1.52 1.5.1.-]
K23123	pxpB; 5-oxoprolinase (ATP-hydrolysing) subunit B [EC:3.5.2.9]
K23124	pxpC; 5-oxoprolinase (ATP-hydrolysing) subunit C [EC:3.5.2.9]
K23125	DEFB1; beta-defensin 1
K23126	DEFB103; beta-defensin 103
K23127	fimW; cyclic-di-GMP-binding protein
K23128	S; HBV large envelope protein
K23129	C; HBV capsid protein
K23133	comC; competence-stimulating peptide
K23134	CYP71Z16_18; dolabradiene monooxygenase / zealexin A1 synthase [EC:1.14.14.159 1.14.14.160]
K23135	CYP93G2; flavanone 2-hydroxylase [EC:1.14.14.162]
K23136	CYP82C4; fraxetin 5-hydroxylase [EC:1.14.14.164]
K23137	CYP82C2; indole-3-carbonyl nitrile 4-hydroxylase [EC:1.14.14.165]
K23138	CYP109; cytochrome P450 family 109 [EC:1.14.-.-]
K23139	CYP110; cytochrome P450 family 110 [EC:1.14.-.-]
K23140	KISS1; metastasis-suppressor KiSS-1
K23141	NPW; neuropeptide W
K23142	UCN; urcortin
K23143	PTH2, TIP39; tuberoinfundibular peptide of 39 residues
K23144	K23144; UDP-N-acetylglucosamine diphosphorylase / glucose-1-phosphate thymidylyltransferase / UDP-N-acetylgalactosamine diphosphorylase / glucosamine-1-phosphate N-acetyltransferase / galactosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.7.7.24 2.7.7.83 2.3.1.157 2.3.1.276]
K23145	S8H; scopoletin 8-hydroxylase [EC:1.14.11.60]
K23146	HPD1; 3-hydroxyisobutyrate/3-hydroxypropionate dehydrogenase [EC:1.1.1.31 1.1.1.59]
K23147	E2.7.1.223; aminoimidazole riboside kinase [EC:2.7.1.223]
K23148	E2.7.1.224; cytidine diphosphoramidate kinase [EC:2.7.1.224]
K23149	E3.1.1.104; 5-phospho-D-xylono-1,4-lactonase [EC:3.1.1.104]
K23150	E3.5.1.129; N5-(cytidine 5'-diphosphoramidyl)-L-glutamine hydrolase [EC:3.5.1.129]
K23151	METTL23; methyltransferase-like protein 23 [EC:2.1.1.-]
K23152	LOS; lycopaoctaene synthase [EC:2.5.1.148]
K23153	ncmP; nocamycin O-methyltransferase [EC:2.1.1.351]
K23154	CGT; 2-hydroxyflavanone C-glucosyltransferase [EC:2.4.1.360]
